Method,violation_rate-mean,condorcet_loser-mean,condorcet_winner-mean,consensus_committee-mean,dummetts_condition-mean,fixed_majority-mean,local_stability-mean,majority-mean,majority_loser-mean,solid_coalitions-mean,strong_pareto_efficiency-mean,strong_unanimity-mean
NN-0,0.0008036363636363637,0.0,0.00012,0.0,0.0,0.0,0.00056,0.0,0.0,0.0,0.00816,0.0
NN-1,0.0007854545454545455,0.0,0.00016,0.0,0.0,0.0,0.00048,0.0,0.0,0.0,0.008,0.0
NN-2,0.0007854545454545455,0.0,4e-05,0.0,0.0,0.0,0.00048,0.0,0.0,0.0,0.00812,0.0
NN-3,0.0008181818181818182,4e-05,0.00016,0.0,0.0,0.0,0.00052,0.0,0.0,0.0,0.00828,0.0
NN-4,0.0007963636363636364,0.0,0.00012,0.0,0.0,0.0,0.00052,0.0,0.0,0.0,0.00812,0.0
NN-5,0.0008072727272727272,0.0,4e-05,0.0,0.0,0.0,0.00056,0.0,0.0,0.0,0.00828,0.0
NN-6,0.0008690909090909092,0.0002,0.00056,0.0,0.0,0.0,0.00052,0.0,8e-05,0.0,0.0082,0.0
NN-7,0.0007963636363636364,0.0,8e-05,0.0,0.0,0.0,0.00052,0.0,0.0,0.0,0.00816,0.0
NN-8,0.0008036363636363637,0.0,0.00016,0.0,0.0,0.0,0.00052,0.0,0.0,0.0,0.00816,0.0
NN-9,0.0007854545454545455,0.0,4e-05,0.0,0.0,0.0,0.00052,0.0,0.0,0.0,0.00808,0.0
NN-10,0.0008109090909090909,0.0,8e-05,0.0,0.0,0.0,0.00052,0.0,0.0,0.0,0.00832,0.0
NN-11,0.0008145454545454546,0.0,0.0002,0.0,0.0,0.0,0.00052,0.0,0.0,0.0,0.00824,0.0
NN-12,0.0008109090909090909,0.0,0.00012,0.0,0.0,0.0,0.00052,0.0,0.0,0.0,0.00828,0.0
NN-13,0.0008,0.0,8e-05,0.0,0.0,0.0,0.00052,0.0,0.0,0.0,0.0082,0.0
NN-14,0.0007781818181818182,0.0,0.00016,0.0,0.0,0.0,0.00048,0.0,0.0,0.0,0.00792,0.0
NN-15,0.0008036363636363637,0.0,0.00016,0.0,0.0,0.0,0.00052,0.0,0.0,0.0,0.00816,0.0
NN-16,0.0008036363636363636,0.0,4e-05,0.0,0.0,0.0,0.00052,0.0,0.0,0.0,0.00828,0.0
NN-17,0.0007599999999999999,0.0,0.0,0.0,0.0,0.0,0.00048,0.0,0.0,0.0,0.00788,0.0
NN-18,0.0008,0.0,4e-05,0.0,0.0,0.0,0.00052,0.0,0.0,0.0,0.00824,0.0
NN-19,0.0007709090909090909,0.0,0.0,0.0,0.0,0.0,0.00048,0.0,0.0,0.0,0.008,0.0
Random Choice,0.22401090909090907,0.16796,0.72944,0.04264,0.04264,0.45172,0.13212,0.45172,0.10996,0.04264,0.25064,0.04264
Borda ranking,0.023061818181818183,0.0,0.12088,0.0,0.0,0.05932,0.0,0.05932,0.0,0.0,0.01416,0.0
Plurality ranking,0.010392727272727274,0.00512,0.10644,0.0,0.0,0.0,0.0,0.0,0.00276,0.0,0.0,0.0
STV,0.004814545454545454,0.0,0.05196,0.0,0.0,0.0,0.00024,0.0,0.0,0.0,0.00076,0.0
Approval Voting (AV),0.010512727272727273,0.00524,0.10772,0.0,0.0,0.0,0.0,0.0,0.00268,0.0,0.0,0.0
Proportional Approval Voting (PAV),0.010512727272727273,0.00524,0.10772,0.0,0.0,0.0,0.0,0.0,0.00268,0.0,0.0,0.0
Approval Chamberlin-Courant (CC),0.010512727272727273,0.00524,0.10772,0.0,0.0,0.0,0.0,0.0,0.00268,0.0,0.0,0.0
Lexicographic Chamberlin-Courant (lex-CC),0.010512727272727273,0.00524,0.10772,0.0,0.0,0.0,0.0,0.0,0.00268,0.0,0.0,0.0
Sequential Approval Chamberlin-Courant (seq-CC),0.010392727272727274,0.00512,0.10644,0.0,0.0,0.0,0.0,0.0,0.00276,0.0,0.0,0.0
Monroe's Approval Rule (Monroe),0.010512727272727273,0.00524,0.10772,0.0,0.0,0.0,0.0,0.0,0.00268,0.0,0.0,0.0
Greedy Monroe,0.010392727272727274,0.00512,0.10644,0.0,0.0,0.0,0.0,0.0,0.00276,0.0,0.0,0.0
Minimax Approval Voting (MAV),0.1872218181818182,0.1554,0.68288,0.0,0.0,0.40796,0.09188,0.40796,0.10312,0.0,0.21024,0.0
