Method,violation_rate-mean,condorcet_loser-mean,condorcet_winner-mean,consensus_committee-mean,dummetts_condition-mean,fixed_majority-mean,local_stability-mean,majority-mean,majority_loser-mean,solid_coalitions-mean,strong_pareto_efficiency-mean,strong_unanimity-mean
NN-0,0.021356363636363635,0.00052,0.00028,0.0,0.07804,0.0,0.07804,0.0,0.0,0.07804,0.0,0.0
NN-1,0.020410909090909094,0.00104,0.00016,0.0,0.07444,0.0,0.07444,0.0,0.0,0.07444,0.0,0.0
NN-2,0.02105090909090909,0.00044,0.00036,0.0,0.07692,0.0,0.07692,0.0,0.0,0.07692,0.0,0.0
NN-3,0.021418181818181822,0.00076,0.00084,0.0,0.078,0.0,0.078,0.0,0.0,0.078,0.0,0.0
NN-4,0.020458181818181816,0.00084,0.00016,0.0,0.07468,0.0,0.07468,0.0,0.0,0.07468,0.0,0.0
NN-5,0.020807272727272726,0.00068,0.00044,0.0,0.07592,0.0,0.07592,0.0,0.0,0.07592,0.0,0.0
NN-6,0.02110909090909091,0.00128,0.00028,0.0,0.07688,0.0,0.07688,0.0,0.0,0.07688,0.0,0.0
NN-7,0.02123272727272727,0.00036,0.001,0.0,0.0774,0.0,0.0774,0.0,0.0,0.0774,0.0,0.0
NN-8,0.020269090909090907,0.00104,0.00076,0.0,0.07372,0.0,0.07372,0.0,0.0,0.07372,0.0,0.0
NN-9,0.021254545454545453,0.00056,0.0008,0.0,0.07748,0.0,0.07748,0.0,0.0,0.07748,0.0,0.0
NN-10,0.020905454545454547,0.00076,0.00048,0.0,0.07624,0.0,0.07624,0.0,0.0,0.07624,0.0,0.0
NN-11,0.021970909090909093,0.001,0.0002,0.0,0.08016,0.0,0.08016,0.0,0.0,0.08016,0.0,0.0
NN-12,0.02174181818181818,0.00092,0.00232,0.0,0.07864,0.0,0.07864,0.0,0.0,0.07864,0.0,0.0
NN-13,0.02149818181818182,0.0008,0.00048,0.0,0.0784,0.0,0.0784,0.0,0.0,0.0784,0.0,0.0
NN-14,0.02145090909090909,0.00072,0.00076,0.0,0.07816,0.0,0.07816,0.0,0.0,0.07816,0.0,0.0
NN-15,0.02057090909090909,0.0004,0.00016,0.0,0.07524,0.0,0.07524,0.0,0.0,0.07524,0.0,0.0
NN-16,0.020574545454545456,0.00044,0.00028,0.0,0.0752,0.0,0.0752,0.0,0.0,0.0752,0.0,0.0
NN-17,0.02113818181818182,0.00092,0.00072,0.0,0.07696,0.0,0.07696,0.0,0.0,0.07696,0.0,0.0
NN-18,0.02050181818181818,0.00024,0.00076,0.0,0.07484,0.0,0.07484,0.0,0.0,0.07484,0.0,0.0
NN-19,0.02096363636363636,0.00028,0.00016,0.0,0.07672,0.0,0.07672,0.0,0.0,0.07672,0.0,0.0
Random Choice,0.15639272727272727,0.08508,0.67024,0.0,0.32164,0.0,0.32164,0.0,0.0,0.32164,8e-05,0.0
Borda ranking,0.022552727272727276,0.0,0.1126,0.0,0.04516,0.0,0.04516,0.0,0.0,0.04516,0.0,0.0
Plurality ranking,0.040090909090909094,0.006,0.43496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4e-05,0.0
STV,0.12429454545454545,0.04648,0.60252,0.0,0.2394,0.0,0.2394,0.0,0.0,0.2394,4e-05,0.0
Approval Voting (AV),0.09168363636363636,0.00556,0.36432,0.0,0.21288,0.0,0.21288,0.0,0.0,0.21288,0.0,0.0
Proportional Approval Voting (PAV),0.09168363636363636,0.00556,0.36432,0.0,0.21288,0.0,0.21288,0.0,0.0,0.21288,0.0,0.0
Approval Chamberlin-Courant (CC),0.15318545454545454,0.08032,0.66212,0.0,0.3142,0.0,0.3142,0.0,0.0,0.3142,0.0,0.0
Lexicographic Chamberlin-Courant (lex-CC),0.09168363636363636,0.00556,0.36432,0.0,0.21288,0.0,0.21288,0.0,0.0,0.21288,0.0,0.0
Sequential Approval Chamberlin-Courant (seq-CC),0.14793454545454543,0.05484,0.64664,0.0,0.3086,0.0,0.3086,0.0,0.0,0.3086,0.0,0.0
Monroe's Approval Rule (Monroe),0.15318545454545454,0.08032,0.66212,0.0,0.3142,0.0,0.3142,0.0,0.0,0.3142,0.0,0.0
Greedy Monroe,0.12174545454545455,0.0222,0.52716,0.0,0.26328,0.0,0.26328,0.0,0.0,0.26328,0.0,0.0
Minimax Approval Voting (MAV),0.15318545454545454,0.08032,0.66212,0.0,0.3142,0.0,0.3142,0.0,0.0,0.3142,0.0,0.0
