Method,Mean,Maj W,Maj L,Pareto,Mean,Cond W,Cond L,F Maj,Unanimity,Dummett's,JR,EJR,Core,S. Coalitions,Stability
NN,9.846153846153844e-06,0.0,0.0,0.0,9.846153846153844e-06,0.0,0.0,0.0,0.0,4e-05,0.0,0.0,0.0,0.0,8.8e-05
Borda,0.008277538461538418,0.0,0.025056000000000002,0.0,0.008277538461538418,0.057264,0.0,0.025280000000000004,0.0,8.000000000000001e-06,0.0,0.0,0.0,0.0,0.0
EPH,0.0027027692307692135,0.0,0.0,0.0,0.0027027692307692135,0.035008,0.0,0.0,0.0,4e-05,0.0,0.0,0.0,0.0,8.8e-05
SNTV,0.028809846153846096,0.0,0.078344,0.011928,0.028809846153846096,0.203512,0.0,0.08064,0.0,0.0,0.0,0.0,0.0,0.0,0.000104
STV,0.014473846153846115,0.0,0.04012,0.004543999999999999,0.014473846153846115,0.10268,0.0,0.040808,0.0,0.0,0.0,0.0,0.0,0.0,8.000000000000001e-06
Bloc,0.0027563076923076734,0.0,0.0,0.0,0.0027563076923076734,0.035696,0.0,0.0,0.0,4e-05,0.0,0.0,0.0,0.0,9.6e-05
CC,0.22437046153846146,0.0010719999999999998,0.348504,0.471232,0.22437046153846146,0.7716400000000001,0.042664,0.24628,0.0,0.288568,0.0,0.091376,0.09399199999999999,0.25728,0.304208
lex-CC,0.022454153846153797,0.000344,0.0,0.0,0.022454153846153797,0.27964,0.0,0.009367999999999998,0.0,0.000856,0.0,0.0,0.0,0.000792,0.000904
seq-CC,0.20580061538461533,0.0005359999999999999,0.336912,0.456728,0.20580061538461533,0.75628,0.030119999999999997,0.245728,0.0,0.25363199999999997,0.0,0.053248,0.053248,0.22707200000000002,0.261904
Monroe,0.15329046153846146,0.0006399999999999999,0.198544,0.354192,0.15329046153846146,0.5712879999999999,0.033608,0.21112799999999998,0.0,0.21575200000000003,0.0,0.006328,0.008903999999999999,0.194344,0.198048
Greedy M.,0.025420307692307666,0.0,0.060136,0.00040800000000000005,0.025420307692307666,0.2068,0.0,0.062495999999999996,0.0,0.000168,0.0,0.0,0.0,5.6000000000000006e-05,0.0004
PAV,0.003257230769230729,0.0,0.0,0.0,0.003257230769230729,0.042216000000000004,0.0,2.4000000000000004e-05,0.0,4e-05,0.0,0.0,0.0,0.0,6.400000000000001e-05
MES,0.0038375384615384387,0.0,0.0,0.0,0.0038375384615384387,0.04976,0.0,5.6000000000000006e-05,0.0,2.4e-05,0.0,0.0,0.0,8.000000000000001e-06,4e-05
MAV,0.23416923076923074,0.001624,0.381328,0.5595519999999999,0.23416923076923074,0.85276,0.072224,0.230416,0.0,0.18332800000000002,0.06168,0.114648,0.114648,0.1574,0.31459200000000004
RSD,0.08226092307692304,0.000632,0.14864000000000002,0.0,0.08226092307692304,0.5312479999999999,0.004432,0.12352,0.0,0.031479999999999994,0.024032,0.024280000000000003,0.024280000000000003,0.021344,0.135504
Random,0.2792486153846154,0.0019359999999999998,0.44219200000000003,0.562856,0.2792486153846154,0.886336,0.094504,0.24535200000000001,0.0,0.293912,0.080112,0.15887199999999999,0.16148800000000002,0.262752,0.43992
