Method,violation_rate-mean,condorcet_loser-mean,condorcet_winner-mean,consensus_committee-mean,dummetts_condition-mean,fixed_majority-mean,local_stability-mean,majority-mean,majority_loser-mean,solid_coalitions-mean,strong_pareto_efficiency-mean,strong_unanimity-mean
NN-0,0.0016436363636363638,0.00044,0.00512,0.0,0.00012,0.0,0.0082,8e-05,0.00116,0.00012,0.00284,0.0
NN-1,0.00188,0.00028,0.00792,0.0,0.00016,0.0,0.008,8e-05,0.00116,0.00016,0.00292,0.0
NN-2,0.0018581818181818179,8e-05,0.00976,0.0,8e-05,0.0,0.0068,4e-05,0.00096,8e-05,0.00264,0.0
NN-3,0.0018727272727272724,0.00016,0.00928,0.0,0.00012,0.0,0.00696,8e-05,0.00088,0.00012,0.003,0.0
NN-4,0.0011563636363636364,0.0,0.00936,0.0,8e-05,0.0,0.00204,4e-05,8e-05,8e-05,0.00104,0.0
NN-5,0.001461818181818182,0.0,0.00636,0.0,0.00012,0.0,0.00604,8e-05,0.00088,0.00012,0.00248,0.0
NN-6,0.0012727272727272728,0.0,0.00876,0.0,8e-05,0.0,0.00296,4e-05,0.00048,8e-05,0.0016,0.0
NN-7,0.0015963636363636366,0.00012,0.00768,0.0,0.00012,0.0,0.0056,8e-05,0.00084,0.00012,0.003,0.0
NN-8,0.001738181818181818,0.00032,0.00776,0.0,0.00012,0.0,0.00696,8e-05,0.00104,0.00012,0.00272,0.0
NN-9,0.001141818181818182,0.0,0.00772,0.0,8e-05,0.0,0.00292,4e-05,0.00024,8e-05,0.00148,0.0
NN-10,0.0014181818181818182,0.0,0.0094,0.0,8e-05,0.0,0.0036,4e-05,0.00064,8e-05,0.00176,0.0
NN-11,0.0011200000000000001,0.0,0.00876,0.0,8e-05,0.0,0.00216,4e-05,0.00012,8e-05,0.00108,0.0
NN-12,0.002174545454545455,0.00036,0.00984,0.0,0.00016,0.0,0.00884,8e-05,0.0012,0.00016,0.00328,0.0
NN-13,0.0017890909090909088,0.00032,0.00852,0.0,0.00012,0.0,0.00672,8e-05,0.00112,0.00012,0.00268,0.0
NN-14,0.0017127272727272729,4e-05,0.00892,0.0,8e-05,0.0,0.00612,4e-05,0.00096,8e-05,0.0026,0.0
NN-15,0.0014036363636363636,0.0,0.00864,0.0,0.00012,0.0,0.00408,4e-05,0.0006,0.00012,0.00184,0.0
NN-16,0.0015563636363636368,4e-05,0.00816,0.0,8e-05,0.0,0.0052,4e-05,0.00092,8e-05,0.0026,0.0
NN-17,0.0011563636363636366,0.0,0.00952,0.0,8e-05,0.0,0.002,4e-05,0.0,8e-05,0.001,0.0
NN-18,0.0017927272727272724,4e-05,0.01012,0.0,0.00012,0.0,0.00564,8e-05,0.00096,0.00012,0.00264,0.0
NN-19,0.0012218181818181818,0.0,0.00912,0.0,8e-05,0.0,0.0026,4e-05,0.00024,8e-05,0.00128,0.0
Random Choice,0.21264363636363637,0.05296,0.90204,0.0,0.02032,0.7652,0.38612,0.014,0.06644,0.02032,0.11168,0.0
Borda ranking,0.02748,0.0,0.16268,0.0,0.00136,0.1286,0.00668,0.0006,0.0,0.00136,0.001,0.0
Plurality ranking,0.12803636363636361,0.00552,0.71508,0.0,0.0,0.61208,0.0144,0.0,0.02008,0.0,0.04124,0.0
Approval Voting (AV),0.06363272727272727,0.00016,0.36992,0.0,4e-05,0.30452,0.02384,0.0,0.00144,4e-05,0.0,0.0
Proportional Approval Voting (PAV),0.08567636363636365,0.00012,0.51128,0.0,0.00152,0.42292,0.00244,0.00072,0.00192,0.00152,0.0,0.0
Approval Chamberlin-Courant (CC),0.1346981818181818,0.0002,0.761,0.0,0.01388,0.65112,0.01864,0.00924,0.00864,0.01388,0.00508,0.0
Lexicographic Chamberlin-Courant (lex-CC),0.12972363636363635,0.0002,0.73712,0.0,0.01304,0.6304,0.01724,0.0088,0.00712,0.01304,0.0,0.0
Sequential Approval Chamberlin-Courant (seq-CC),0.12742181818181816,0.00012,0.73148,0.0,0.00684,0.62604,0.01036,0.00464,0.00992,0.00684,0.0054,0.0
Monroe's Approval Rule (Monroe),0.11734909090909093,0.0002,0.67112,0.0,0.01,0.56712,0.0156,0.00652,0.00484,0.01,0.00544,0.0
Greedy Monroe,0.11405090909090908,0.00012,0.66608,0.0,0.0034,0.56508,0.00568,0.00212,0.00676,0.0034,0.00192,0.0
Minimax Approval Voting (MAV),0.2121309090909091,0.05276,0.89996,0.0,0.01992,0.76252,0.38508,0.01368,0.06748,0.01992,0.11212,0.0
