Method,violation_rate-mean,condorcet_loser-mean,condorcet_winner-mean,consensus_committee-mean,dummetts_condition-mean,fixed_majority-mean,local_stability-mean,majority-mean,majority_loser-mean,solid_coalitions-mean,strong_pareto_efficiency-mean,strong_unanimity-mean
NN-0,0.03921090909090908,0.00016,0.01432,0.0,0.14064,0.00012,0.13148,8e-05,0.00364,0.1106,0.03028,0.0
NN-1,0.03922545454545454,4e-05,0.014,0.0,0.141,0.00012,0.13204,0.00016,0.00344,0.111,0.02968,0.0
NN-2,0.03997454545454546,4e-05,0.01532,0.0,0.14308,0.00016,0.13392,0.00016,0.00352,0.11292,0.0306,0.0
NN-3,0.03994545454545455,0.00012,0.01488,0.0,0.14336,0.0008,0.13372,0.00016,0.00392,0.11196,0.03048,0.0
NN-4,0.03925454545454545,0.0,0.01544,0.0,0.14068,0.0006,0.13108,4e-05,0.00364,0.1104,0.02992,0.0
NN-5,0.04005818181818182,8e-05,0.01348,0.0,0.14404,0.00028,0.13476,0.00016,0.00372,0.1138,0.03032,0.0
NN-6,0.0396,8e-05,0.01412,0.0,0.14268,0.00016,0.133,8e-05,0.00352,0.11208,0.02988,0.0
NN-7,0.040581818181818184,8e-05,0.0176,0.0,0.14408,0.00076,0.13472,0.00016,0.0044,0.11332,0.03128,0.0
NN-8,0.040389090909090916,0.00016,0.01824,0.0,0.14296,0.00072,0.13336,8e-05,0.00472,0.11236,0.03168,0.0
NN-9,0.03947272727272728,0.00012,0.01536,0.0,0.14152,0.00028,0.13316,4e-05,0.00332,0.11124,0.02916,0.0
NN-10,0.03765818181818182,0.0,0.01168,0.0,0.13696,0.00024,0.12812,8e-05,0.0022,0.10744,0.02752,0.0
NN-11,0.0405090909090909,8e-05,0.01772,0.0,0.144,0.00036,0.13412,4e-05,0.00436,0.1132,0.03172,0.0
NN-12,0.040014545454545455,0.00016,0.01684,0.0,0.14232,0.00048,0.13368,0.0002,0.00372,0.11212,0.03064,0.0
NN-13,0.03998545454545454,0.00016,0.01384,0.0,0.14424,0.00024,0.13436,0.00012,0.00376,0.11328,0.02984,0.0
NN-14,0.03912,8e-05,0.01292,0.0,0.14152,8e-05,0.13172,0.0,0.0036,0.11124,0.02916,0.0
NN-15,0.03925454545454546,4e-05,0.01444,0.0,0.14092,0.00036,0.13164,8e-05,0.00408,0.1106,0.02964,0.0
NN-16,0.03996,8e-05,0.01496,0.0,0.14344,0.00024,0.134,8e-05,0.00352,0.11296,0.03028,0.0
NN-17,0.04109454545454545,0.0,0.0196,0.0,0.14452,0.00224,0.13524,8e-05,0.00496,0.11372,0.03168,0.0
NN-18,0.03965090909090909,8e-05,0.01416,0.0,0.14264,0.0002,0.13304,8e-05,0.0036,0.11244,0.02992,0.0
NN-19,0.039400000000000004,8e-05,0.01236,0.0,0.14312,0.00012,0.13356,4e-05,0.00284,0.1128,0.02848,0.0
Random Choice,0.3621454545454546,0.04752,0.76236,0.0,0.62448,0.668,0.46896,0.18048,0.35632,0.42948,0.40856,0.03744
Borda ranking,0.04532363636363636,0.0,0.14012,0.0,0.07872,0.109,0.06756,0.0,0.01104,0.05588,0.03624,0.0
Plurality ranking,0.2033709090909091,0.00056,0.69048,0.0,0.25932,0.61012,0.00012,0.0,0.31244,0.0,0.32804,0.036
Approval Voting (AV),0.06757454545454546,0.00012,0.10988,0.0,0.20208,0.0674,0.19464,0.0026,0.00064,0.16596,0.0,0.0
Proportional Approval Voting (PAV),0.07295272727272728,8e-05,0.13944,0.0,0.20504,0.08876,0.19124,0.00612,0.00536,0.16644,0.0,0.0
Approval Chamberlin-Courant (CC),0.35969818181818186,0.04728,0.76188,0.0,0.61528,0.66756,0.46152,0.17804,0.35516,0.42268,0.40988,0.0374
Lexicographic Chamberlin-Courant (lex-CC),0.19856000000000004,4e-05,0.55184,0.0,0.3818,0.48028,0.2714,0.0844,0.15904,0.25536,0.0,0.0
Sequential Approval Chamberlin-Courant (seq-CC),0.3362872727272727,0.03152,0.74356,0.0,0.58092,0.65356,0.42168,0.16368,0.33932,0.38808,0.33944,0.0374
Monroe's Approval Rule (Monroe),0.22376363636363636,0.01664,0.53388,0.0,0.39516,0.44172,0.34524,0.07852,0.148,0.308,0.19424,0.0
Greedy Monroe,0.1103490909090909,0.00012,0.2764,0.0,0.2392,0.2124,0.21156,0.02504,0.04584,0.18688,0.0164,0.0
Minimax Approval Voting (MAV),0.2906872727272727,0.0214,0.70976,0.0,0.52364,0.61828,0.39428,0.12768,0.24924,0.35844,0.19484,0.0
