Method,violation_rate-mean,condorcet_loser-mean,condorcet_winner-mean,consensus_committee-mean,dummetts_condition-mean,fixed_majority-mean,local_stability-mean,majority-mean,majority_loser-mean,solid_coalitions-mean,strong_pareto_efficiency-mean,strong_unanimity-mean
NN-0,0.03272727272727272,0.0,0.01004,0.0,0.132,0.0,0.12892,0.0,0.0,0.08676,0.00228,0.0
NN-1,0.03304,0.0,0.01324,0.0,0.13216,0.0,0.12904,0.0,0.0,0.08668,0.00232,0.0
NN-2,0.033101818181818184,0.0,0.01272,0.0,0.13248,0.0,0.1296,0.0,0.0,0.08704,0.00228,0.0
NN-3,0.033054545454545455,0.0,0.0124,0.0,0.13264,0.0,0.12908,0.0,0.0,0.08716,0.00232,0.0
NN-4,0.03321454545454545,0.0,0.0134,0.0,0.1328,0.0,0.1294,0.0,0.0,0.087,0.00276,0.0
NN-5,0.032854545454545456,0.0,0.01112,0.0,0.13208,0.0,0.12904,0.0,0.0,0.08672,0.00244,0.0
NN-6,0.033189090909090904,0.0,0.01376,0.0,0.13252,0.0,0.12932,0.0,0.0,0.08692,0.00256,0.0
NN-7,0.03313818181818182,0.0,0.01264,0.0,0.1328,0.0,0.12972,0.0,0.0,0.08716,0.0022,0.0
NN-8,0.03314181818181818,0.0,0.01344,0.0,0.13244,0.0,0.12956,0.0,0.0,0.08696,0.00216,0.0
NN-9,0.033214545454545455,0.0,0.01276,0.0,0.13284,0.0,0.12972,0.0,0.0,0.08748,0.00256,0.0
NN-10,0.03319272727272727,0.0,0.01316,0.0,0.13248,0.0,0.12956,0.0,0.0,0.08728,0.00264,0.0
NN-11,0.033250909090909095,0.0,0.01272,0.0,0.13308,0.0,0.13012,0.0,0.0,0.08748,0.00236,0.0
NN-12,0.03302909090909091,0.0,0.01212,0.0,0.13256,0.0,0.12944,0.0,0.0,0.08696,0.00224,0.0
NN-13,0.03278181818181818,0.0,0.01124,0.0,0.13152,0.0,0.12892,0.0,0.0,0.08652,0.0024,0.0
NN-14,0.03317090909090909,0.0,0.01368,0.0,0.1326,0.0,0.12916,0.0,0.0,0.08708,0.00236,0.0
NN-15,0.033298181818181824,0.0,0.0148,0.0,0.13272,0.0,0.12904,0.0,0.0,0.08704,0.00268,0.0
NN-16,0.03294181818181818,0.0,0.01164,0.0,0.13236,0.0,0.12932,0.0,0.0,0.08684,0.0022,0.0
NN-17,0.03279636363636363,0.0,0.0104,0.0,0.13196,0.0,0.12924,0.0,0.0,0.08692,0.00224,0.0
NN-18,0.03300363636363636,0.0,0.01108,0.0,0.13276,0.0,0.12944,0.0,0.0,0.0872,0.00256,0.0
NN-19,0.03280363636363636,0.0,0.01128,0.0,0.13184,0.0,0.12844,0.0,0.0,0.08636,0.00292,0.0
Random Choice,0.3347781818181818,0.0556,0.9018,0.0,0.44772,0.75832,0.45876,0.00744,0.2032,0.36656,0.48316,0.0
Borda ranking,0.04720727272727274,0.0,0.16284,0.0,0.09428,0.13116,0.07216,0.0,0.00064,0.05604,0.00216,0.0
Plurality ranking,0.16087272727272725,0.01,0.72656,0.0,0.00208,0.6118,0.00256,0.0,0.1012,0.0,0.3154,0.0
Approval Voting (AV),0.07364000000000001,0.0,0.19496,0.0,0.17352,0.14756,0.17276,4e-05,0.0004,0.1208,0.0,0.0
Proportional Approval Voting (PAV),0.08728363636363635,0.0,0.27744,0.0,0.18372,0.215,0.15484,8e-05,0.00024,0.1288,0.0,0.0
Approval Chamberlin-Courant (CC),0.33404000000000006,0.05572,0.89972,0.0,0.44708,0.7568,0.45624,0.00692,0.20268,0.36464,0.48464,0.0
Lexicographic Chamberlin-Courant (lex-CC),0.1863927272727273,0.0,0.66796,0.0,0.30768,0.57244,0.23696,0.00328,0.02512,0.23688,0.0,0.0
Sequential Approval Chamberlin-Courant (seq-CC),0.30619999999999997,0.01344,0.87168,0.0,0.44328,0.73472,0.44188,0.00812,0.18312,0.36272,0.30924,0.0
Monroe's Approval Rule (Monroe),0.32203272727272725,0.05012,0.88924,0.0,0.43072,0.747,0.43776,0.00608,0.16612,0.35048,0.46484,0.0
Greedy Monroe,0.1465709090909091,8e-05,0.49564,0.0,0.25452,0.41456,0.2174,0.00088,0.0194,0.19056,0.01924,0.0
Minimax Approval Voting (MAV),0.2545854545454546,0.02808,0.779,0.0,0.38032,0.66048,0.35256,0.00476,0.09168,0.30384,0.19972,0.0
