Method,violation_rate-mean,condorcet_loser-mean,condorcet_winner-mean,consensus_committee-mean,dummetts_condition-mean,fixed_majority-mean,local_stability-mean,majority-mean,majority_loser-mean,solid_coalitions-mean,strong_pareto_efficiency-mean,strong_unanimity-mean
NN-0,0.0012072727272727272,0.0,0.01012,0.0,8e-05,0.0,0.0018,0.0,8e-05,8e-05,0.00112,0.0
NN-1,0.0012690909090909092,0.0,0.00932,0.0,4e-05,0.0,0.00296,0.0,0.00016,4e-05,0.00144,0.0
NN-2,0.0017672727272727271,0.0,0.01004,0.0,4e-05,0.0,0.00592,0.0,0.00084,4e-05,0.00256,0.0
NN-3,0.0015818181818181816,0.0,0.00952,0.0,8e-05,0.0,0.00488,0.0,0.00056,8e-05,0.00228,0.0
NN-4,0.00144,0.0,0.00952,0.0,8e-05,0.0,0.00368,0.0,0.0004,8e-05,0.00208,0.0
NN-5,0.0012945454545454547,0.0,0.00908,0.0,4e-05,0.0,0.00336,0.0,0.00028,4e-05,0.00144,0.0
NN-6,0.0013672727272727272,0.0,0.0086,0.0,4e-05,0.0,0.00388,0.0,0.0004,4e-05,0.00208,0.0
NN-7,0.0012290909090909093,0.0,0.00952,0.0,8e-05,0.0,0.00236,0.0,0.00024,8e-05,0.00124,0.0
NN-8,0.0013781818181818183,0.0,0.0082,0.0,4e-05,0.0,0.00424,0.0,0.0006,4e-05,0.00204,0.0
NN-9,0.0014363636363636364,0.0,0.0098,0.0,8e-05,0.0,0.00364,0.0,0.0004,8e-05,0.0018,0.0
NN-10,0.0013418181818181819,0.0,0.00952,0.0,4e-05,0.0,0.00328,0.0,0.00036,4e-05,0.00152,0.0
NN-11,0.0015890909090909094,0.0,0.01068,0.0,4e-05,0.0,0.00412,0.0,0.0006,4e-05,0.002,0.0
NN-12,0.0015781818181818182,0.0,0.0112,0.0,8e-05,0.0,0.0036,0.0,0.00048,8e-05,0.00192,0.0
NN-13,0.0012836363636363638,0.0,0.01052,0.0,8e-05,0.0,0.00176,0.0,0.0002,8e-05,0.00148,0.0
NN-14,0.0014218181818181819,0.0,0.00948,0.0,8e-05,0.0,0.00372,0.0,0.00048,8e-05,0.0018,0.0
NN-15,0.0014,0.0,0.01008,0.0,4e-05,0.0,0.00308,0.0,0.00044,4e-05,0.00172,0.0
NN-16,0.0016399999999999997,0.0,0.00992,0.0,4e-05,0.0,0.00512,0.0,0.0006,4e-05,0.00232,0.0
NN-17,0.0014836363636363638,0.0,0.00912,0.0,4e-05,0.0,0.00448,0.0,0.0006,4e-05,0.00204,0.0
NN-18,0.001141818181818182,0.0,0.0086,0.0,4e-05,0.0,0.002,0.0,0.00024,4e-05,0.00164,0.0
NN-19,0.0015999999999999999,0.0,0.01096,0.0,4e-05,0.0,0.00408,0.0,0.0006,4e-05,0.00188,0.0
Random Choice,0.2128109090909091,0.05392,0.90244,0.0,0.01924,0.76672,0.38152,0.01316,0.06644,0.01924,0.11824,0.0
Borda ranking,0.02723636363636364,0.0,0.16124,0.0,0.00108,0.12848,0.00628,0.0004,0.0,0.00108,0.00104,0.0
Plurality ranking,0.12876,0.00648,0.71816,0.0,0.0,0.61528,0.0156,0.0,0.021,0.0,0.03984,0.0
Approval Voting (AV),0.06508000000000001,0.00024,0.3776,0.0,4e-05,0.31236,0.02384,4e-05,0.00172,4e-05,0.0,0.0
Proportional Approval Voting (PAV),0.08611999999999999,4e-05,0.51316,0.0,0.00128,0.42704,0.00212,0.00044,0.00196,0.00128,0.0,0.0
Approval Chamberlin-Courant (CC),0.1338472727272727,8e-05,0.75784,0.0,0.0132,0.64956,0.01632,0.00908,0.0076,0.0132,0.00544,0.0
Lexicographic Chamberlin-Courant (lex-CC),0.12894545454545456,4e-05,0.73364,0.0,0.01276,0.62872,0.01564,0.00868,0.00616,0.01276,0.0,0.0
Sequential Approval Chamberlin-Courant (seq-CC),0.1265309090909091,4e-05,0.72744,0.0,0.0066,0.62364,0.00896,0.00424,0.00852,0.0066,0.0058,0.0
Monroe's Approval Rule (Monroe),0.11656727272727273,0.00012,0.66852,0.0,0.00956,0.56676,0.01292,0.0062,0.0038,0.00956,0.0048,0.0
Greedy Monroe,0.1140290909090909,4e-05,0.66632,0.0,0.00312,0.567,0.00464,0.00152,0.00568,0.00312,0.00288,0.0
Minimax Approval Voting (MAV),0.21068727272727272,0.05112,0.89984,0.0,0.01888,0.76412,0.37688,0.01272,0.06632,0.01888,0.1088,0.0
