Method,violation_rate-mean,condorcet_loser-mean,condorcet_winner-mean,consensus_committee-mean,dummetts_condition-mean,fixed_majority-mean,local_stability-mean,majority-mean,majority_loser-mean,solid_coalitions-mean,strong_pareto_efficiency-mean,strong_unanimity-mean
NN-0,0.021349090909090908,0.00256,0.01332,0.0,0.0768,4e-05,0.10736,0.0,0.0,0.03476,0.0,0.0
NN-1,0.020919999999999998,0.0024,0.01276,0.0,0.07572,0.0,0.10512,0.0,0.0,0.03412,0.0,0.0
NN-2,0.021145454545454544,0.00212,0.01168,0.0,0.07692,4e-05,0.10732,0.0,0.0,0.03452,0.0,0.0
NN-3,0.021603636363636363,0.00276,0.01224,0.0,0.07832,4e-05,0.109,0.0,0.0,0.03528,0.0,0.0
NN-4,0.020472727272727274,0.00212,0.01132,0.0,0.07448,0.0,0.10392,0.0,0.0,0.03336,0.0,0.0
NN-5,0.021534545454545456,0.00236,0.01716,0.0,0.0764,0.0,0.10632,0.0,0.0,0.03464,0.0,0.0
NN-6,0.022283636363636363,0.00324,0.01684,0.0,0.07904,4e-05,0.10996,0.0,0.0,0.036,0.0,0.0
NN-7,0.021767272727272725,0.00264,0.01288,0.0,0.07876,8e-05,0.1094,0.0,0.0,0.03568,0.0,0.0
NN-8,0.021269090909090908,0.00276,0.01176,0.0,0.07712,4e-05,0.1078,0.0,0.0,0.03448,0.0,0.0
NN-9,0.01997818181818182,0.00192,0.00484,0.0,0.0752,0.0,0.1046,0.0,0.0,0.0332,0.0,0.0
NN-10,0.02053818181818182,0.00196,0.01332,0.0,0.07452,0.0,0.10312,0.0,0.0,0.033,0.0,0.0
NN-11,0.020574545454545456,0.00164,0.01216,0.0,0.07452,0.0,0.10464,0.0,0.0,0.03336,0.0,0.0
NN-12,0.021218181818181817,0.00316,0.00864,0.0,0.07804,0.0,0.10844,0.0,0.0,0.03512,0.0,0.0
NN-13,0.02009090909090909,0.00192,0.00804,0.0,0.07416,0.0,0.10388,0.0,0.0,0.033,0.0,0.0
NN-14,0.020432727272727273,0.00216,0.00892,0.0,0.075,0.0,0.10496,0.0,0.0,0.03372,0.0,0.0
NN-15,0.021163636363636364,0.00196,0.01572,0.0,0.0754,0.0,0.10568,0.0,0.0,0.03404,0.0,0.0
NN-16,0.020581818181818184,0.00176,0.01228,0.0,0.07468,0.0,0.10412,0.0,0.0,0.03356,0.0,0.0
NN-17,0.02123272727272727,0.00256,0.01572,0.0,0.07572,0.0,0.1054,0.0,0.0,0.03416,0.0,0.0
NN-18,0.021185454545454546,0.0018,0.01692,0.0,0.07512,0.0,0.10524,0.0,0.0,0.03396,0.0,0.0
NN-19,0.022392727272727272,0.00272,0.02008,0.0,0.07852,0.0,0.1094,0.0,0.0,0.0356,0.0,0.0
Random Choice,0.1432181818181818,0.01868,0.62372,0.0,0.22188,0.2698,0.3204,0.0,0.0,0.12092,0.0,0.0
Borda ranking,0.017254545454545453,0.0,0.11876,0.0,0.01772,0.02708,0.022,0.0,0.0,0.00424,0.0,0.0
Plurality ranking,0.05759999999999999,0.00048,0.4496,0.0,0.0,0.18332,0.0002,0.0,0.0,0.0,0.0,0.0
Approval Voting (AV),0.06418909090909092,4e-05,0.30776,0.0,0.10416,0.11116,0.13572,0.0,0.0,0.04724,0.0,0.0
Proportional Approval Voting (PAV),0.06481090909090909,8e-05,0.31432,0.0,0.1052,0.1134,0.13244,0.0,0.0,0.04748,0.0,0.0
Approval Chamberlin-Courant (CC),0.14512,0.01976,0.62556,0.0,0.22968,0.27104,0.3244,0.0,0.0,0.12588,0.0,0.0
Lexicographic Chamberlin-Courant (lex-CC),0.07660363636363636,0.00012,0.38332,0.0,0.1154,0.15,0.1406,0.0,0.0,0.0532,0.0,0.0
Sequential Approval Chamberlin-Courant (seq-CC),0.12560000000000002,0.00316,0.59184,0.0,0.17944,0.25724,0.25716,0.0,0.0,0.09276,0.0,0.0
Monroe's Approval Rule (Monroe),0.14512,0.01976,0.62556,0.0,0.22968,0.27104,0.3244,0.0,0.0,0.12588,0.0,0.0
Greedy Monroe,0.10044,0.00072,0.48832,0.0,0.14444,0.20608,0.19676,0.0,0.0,0.06852,0.0,0.0
Minimax Approval Voting (MAV),0.14512,0.01976,0.62556,0.0,0.22968,0.27104,0.3244,0.0,0.0,0.12588,0.0,0.0
