Method,violation_rate-mean,condorcet_loser-mean,condorcet_winner-mean,consensus_committee-mean,dummetts_condition-mean,fixed_majority-mean,local_stability-mean,majority-mean,majority_loser-mean,solid_coalitions-mean,strong_pareto_efficiency-mean,strong_unanimity-mean
NN-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NN-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NN-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NN-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NN-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NN-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NN-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NN-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NN-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NN-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NN-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NN-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NN-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NN-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NN-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NN-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NN-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NN-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NN-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NN-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Random Choice,0.4010072727272727,0.08924,0.90144,0.0,0.44168,0.90116,0.46396,0.01108,0.53516,0.36664,0.70072,0.0
Borda ranking,2.9090909090909093e-05,0.0,0.00016,0.0,0.0,0.00016,0.0,0.0,0.0,0.0,0.0,0.0
Plurality ranking,0.005014545454545455,0.0,0.02008,0.0,0.0,0.02008,0.0,0.0,0.00508,0.0,0.00992,0.0
Approval Voting (AV),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Proportional Approval Voting (PAV),1.4545454545454546e-05,0.0,8e-05,0.0,0.0,8e-05,0.0,0.0,0.0,0.0,0.0,0.0
Approval Chamberlin-Courant (CC),0.40185454545454546,0.08812,0.90052,4e-05,0.44388,0.90016,0.46584,0.00996,0.53992,0.36792,0.70404,0.0
Lexicographic Chamberlin-Courant (lex-CC),2.9090909090909093e-05,0.0,0.00016,0.0,0.0,0.00016,0.0,0.0,0.0,0.0,0.0,0.0
Sequential Approval Chamberlin-Courant (seq-CC),0.27672,0.0,0.83248,4e-05,0.15756,0.83224,0.19192,0.00012,0.43548,0.09408,0.5,0.0
Monroe's Approval Rule (Monroe),0.08312363636363637,0.00048,0.23864,0.0,0.09272,0.23848,0.08416,0.0006,0.02396,0.07352,0.1618,0.0
Greedy Monroe,0.0008363636363636364,0.0,0.00388,0.0,0.00012,0.00388,0.0002,0.0,0.00052,8e-05,0.00052,0.0
Minimax Approval Voting (MAV),0.2599527272727272,0.0,0.75228,4e-05,0.12216,0.75192,0.07164,0.0,0.3376,0.07164,0.7522,0.0
